-42.0,-42.0,-42.0,-42.0,-42.0,-42.0,-12.0
-244.5,-267.0,-267.0,-289.5,-247.5,-267.0,-244.5
-42.0,-289.5,-42.0,-42.0,-42.0,-42.0,-567.0
-471.0,-40.5,-99.5,-40.5,-237.0,-20.5,-20.5
-306.5,-289.5,-267.0,-267.0,-184.0,183.0,183.0
-16.5,-267.0,-42.0,49.5,-16.5,-19.0,-16.5
-308.0,-192.0,-192.0,-169.5,-291.5,-224.5,-162.0
1.5,1.5,1.5,165.0,1.5,21.0,21.0
43.5,-72.0,-5.0,10.5,19.5,10.5,-42.0
19.5,19.5,19.5,255.0,-42.0,19.5,19.5
87.5,42.0,19.5,19.5,147.0,19.5,147.0
80.0,-103.5,129.5,12.5,44.0,44.0,62.0
19.5,19.5,-112.5,-103.5,112.5,280.5,12.5
147.0,19.5,-78.0,222.0,211.5,222.0,189.5
84.5,105.5,22.5,313.5,19.5,19.5,150.0
108.5,72.0,-21.5,136.5,15.0,83.0,117.5
19.5,261.5,176.0,116.0,313.5,116.0,176.0
169.0,38.0,95.5,95.5,134.0,-44.5,233.0
-103.5,21.0,21.0,21.0,21.0,21.0,21.0
1.0,21.0,19.5,-103.5,21.0,21.0,21.0
21.0,21.0,21.0,53.0,-83.5,63.5,-83.5
21.0,21.0,57.5,57.5,57.5,-103.5,-101.5
3.0,148.5,-72.5,-192.5,148.5,148.5,148.5
-460.5,-113.5,-117.0,-343.5,-53.5,-53.5,-309.5
-316.0,-146.5,-87.5,-57.5,-87.5,-87.5,-87.5
-454.5,-454.5,-454.5,-454.5,-454.5,-454.5,-454.5
-454.5,-454.5,-454.5,-454.5,-454.5,-454.5,-454.5
-432.0,-432.0,-432.0,-432.0,-432.0,-432.0,-417.0
-454.5,-454.5,-454.5,-454.5,-454.5,-454.5,-432.0
-454.5,-432.0,-432.0,-432.0,-432.0,-409.5,-432.0
-19.5,-9.5,-49.5,-49.5,-92.0,163.5,-82.0
-49.5,-51.0,73.5,-247.0,0.5,-19.5,0.5
65.5,12.0,12.0,2.0,12.0,12.0,12.0
-49.5,103.5,76.5,-120.0,-64.5,-105.5,75.0
73.5,-12.5,73.5,4.5,172.5,136.5,192.0
-148.0,-97.0,-193.0,-67.5,-49.5,-187.0,-148.0
-49.5,12.0,12.0,73.5,12.0,73.5,73.5
4.5,-21.0,-31.0,225.0,-19.5,-19.5,-123.5
49.5,73.5,73.5,73.5,72.0,414.5,73.5
12.0,105.0,105.0,105.0,105.0,105.0,105.0
-31.0,-150.0,-129.5,-31.0,-74.0,-31.0,-31.0
-51.0,-51.5,-10.5,-41.5,-41.5,12.0,-49.5
-185.0,-255.0,-230.0,-243.5,-399.0,-376.5,-399.0
-287.5,-277.5,-54.0,-54.0,-181.0,-72.5,-54.0
-190.5,-69.5,-74.0,-384.5,-70.0,-287.0,230.0
-70.0,-54.0,229.5,229.5,229.5,229.5,-125.0
28.0,28.0,28.0,48.0,48.0,28.0,48.0
29.5,67.0,28.0,-164.0,-155.5,-141.5,-103.5
-33.5,27.5,-33.5,50.0,27.5,87.5,27.5
-168.0,24.5,-5.5,-5.5,17.0,-5.5,8.0
28.0,56.5,56.5,56.5,56.5,56.5,18.0
71.5,71.5,78.0,103.5,62.0,62.0,91.5
83.5,-24.5,83.5,83.5,83.5,83.5,83.5
89.5,29.0,86.5,152.5,89.5,28.0,60.5
303.0,150.0,148.5,150.0,150.0,150.0,170.0
80.5,132.0,193.5,157.0,157.0,444.0,157.0
208.5,208.5,208.5,223.5,223.5,223.5,108.0
55.5,20.5,91.0,272.0,-94.0,109.5,143.5
183.0,238.5,163.5,48.0,237.0,238.5,238.5
